,Orderid,Orderdatetime,Saleamount,Newcustomer,Position,Positiondatetime,Groupname,Networkname,Networkid,Brand,Positionname,DaysToConvert
5319,11706756,5/16/12 18:03,341.8,Y,1,5/15/12 2:42,CPM,Mediawhiz,n62974792,N,ROSTER,1
5320,11706756,5/16/12 18:03,341.8,Y,0,5/15/12 0:08,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,1
5321,11706816,5/16/12 18:41,261.95,Y,3,5/16/12 18:16,CJ,Commission Junction,cj22,N,CONVERTER,0
5322,11706816,5/16/12 18:41,261.95,Y,2,5/15/12 1:19,CPM,Armonix,nar7467,N,ASSIST,1
5323,11706816,5/16/12 18:41,261.95,Y,1,5/15/12 1:19,CPM,Armonix,nar7467,N,ROSTER,1
5324,11706816,5/16/12 18:41,261.95,Y,0,5/15/12 0:23,CPM,Armonix,nar7467,N,ORIGINATOR,1
5325,11706849,5/16/12 18:34,94.73,N,3,5/15/12 11:41,CPM,Accordant,n6899541,N,CONVERTER,1
5326,11706849,5/16/12 18:34,94.73,N,2,5/15/12 11:38,CPM,Accordant,n6899541,N,ASSIST,1
5327,11706849,5/16/12 18:34,94.73,N,1,5/15/12 11:38,CPM,Accordant,n6899541,N,ROSTER,1
5328,11706849,5/16/12 18:34,94.73,N,0,5/15/12 0:35,CPM,Armonix,nar7467,N,ORIGINATOR,1
5337,11706901,5/16/12 19:03,324.95,Y,4,5/16/12 17:50,CPM,Mediawhiz,n62974792,N,CONVERTER,0
5338,11706901,5/16/12 19:03,324.95,Y,3,5/16/12 17:50,CPM,Acerno,acerno,N,ASSIST,0
5339,11706901,5/16/12 19:03,324.95,Y,2,5/16/12 17:42,CPM,Mediawhiz,n62974792,N,ROSTER,0
5340,11706901,5/16/12 19:03,324.95,Y,1,5/16/12 17:42,CPM,Mediawhiz,n62974792,N,ROSTER,0
5341,11706901,5/16/12 19:03,324.95,Y,0,5/15/12 4:54,CPM,Accordant,n6899541,N,ORIGINATOR,1
5346,11706922,5/16/12 19:16,279.85,N,8,5/9/12 16:16,SEARCH MSN NON-BRAND,Weight Loss >  General Weight Loss >  weight loss programs,3863msn,N,CONVERTER,7
5347,11706922,5/16/12 19:16,279.85,N,7,4/30/12 16:10,CPM,Armonix,nar7467,N,ASSIST,16
5348,11706922,5/16/12 19:16,279.85,N,6,4/20/12 18:48,CPM,Armonix,nar7467,N,ROSTER,26
5349,11706922,5/16/12 19:16,279.85,N,5,4/18/12 16:46,CPM,Armonix,nar7467,N,ROSTER,28
5350,11706922,5/16/12 19:16,279.85,N,4,4/17/12 18:58,SEARCH MSN NON-BRAND,Weight Loss >  General Weight Loss >  weight loss plans,3859msn,N,ROSTER,29
5351,11706922,5/16/12 19:16,279.85,N,3,4/17/12 18:03,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,29
5352,11706922,5/16/12 19:16,279.85,N,2,4/1/12 18:17,CPM,Armonix,nar7467,N,ROSTER,45
5353,11706922,5/16/12 19:16,279.85,N,1,3/15/12 16:45,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ROSTER,61
5354,11706922,5/16/12 19:16,279.85,N,0,2/27/12 17:52,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,79
5355,11706955,5/16/12 19:32,355.13,Y,1,5/16/12 19:10,CPM,Armonix,nar7467,N,CONVERTER,0
5356,11706955,5/16/12 19:32,355.13,Y,0,5/16/12 18:56,CJ,Commission Junction,cj22,N,ORIGINATOR,0
5357,11706956,5/16/12 19:28,280.06,Y,3,5/16/12 19:04,CJ,Commission Junction,cj22,N,CONVERTER,0
5358,11706956,5/16/12 19:28,280.06,Y,2,5/16/12 16:37,CPM,Adroll - adr,adr,N,ASSIST,0
5359,11706956,5/16/12 19:28,280.06,Y,1,5/16/12 16:37,CPM,Adroll - adr,adr,N,ROSTER,0
5360,11706956,5/16/12 19:28,280.06,Y,0,5/16/12 16:37,CPM,Adroll - adr,adr,N,ORIGINATOR,0
5367,11706981,5/16/12 19:55,264,N,4,5/16/12 19:29,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
5368,11706981,5/16/12 19:55,264,N,3,5/16/12 1:39,CPM,Armonix,nar7467,N,ASSIST,0
5369,11706981,5/16/12 19:55,264,N,2,5/16/12 1:35,CPM,Armonix,nar7467,N,ROSTER,0
5370,11706981,5/16/12 19:55,264,N,1,5/15/12 4:51,CPM,Adroll - adr,adr,N,ROSTER,1
5371,11706981,5/16/12 19:55,264,N,0,5/15/12 4:50,CPM,Adroll - adr,adr,N,ORIGINATOR,1
5372,11707019,5/16/12 19:56,211.94,N,4,5/2/12 20:05,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,14
5373,11707019,5/16/12 19:56,211.94,N,3,5/2/12 20:05,CJ,Commission Junction,cj22,N,ASSIST,14
5374,11707019,5/16/12 19:56,211.94,N,2,5/2/12 20:03,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,14
5375,11707019,5/16/12 19:56,211.94,N,1,5/2/12 19:00,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,14
5376,11707019,5/16/12 19:56,211.94,N,0,5/2/12 18:59,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,14
5377,11707020,5/16/12 19:59,315,Y,3,5/16/12 19:41,CPM,Mediawhiz,n62974792,N,CONVERTER,0
5378,11707020,5/16/12 19:59,315,Y,2,5/16/12 18:51,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ASSIST,0
5379,11707020,5/16/12 19:59,315,Y,1,5/16/12 5:55,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > medifast,g000869,Y,ROSTER,0
5380,11707020,5/16/12 19:59,315,Y,0,5/16/12 3:14,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast URL Options > www.medifast.com,g001264,Y,ORIGINATOR,0
5381,11707026,5/16/12 20:08,175.55,Y,6,5/16/12 19:56,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
5382,11707026,5/16/12 20:08,175.55,Y,5,5/16/12 19:55,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
5383,11707026,5/16/12 20:08,175.55,Y,4,5/16/12 18:08,CPM,Acerno,acerno,N,ROSTER,0
5384,11707026,5/16/12 20:08,175.55,Y,3,5/16/12 2:35,CPM,Mediawhiz,n62974792,N,ROSTER,0
5385,11707026,5/16/12 20:08,175.55,Y,2,5/16/12 2:35,CPM,Mediawhiz,n62974792,N,ROSTER,0
5386,11707026,5/16/12 20:08,175.55,Y,1,5/15/12 15:31,CPM,Mediawhiz,n62974792,N,ROSTER,1
5387,11707026,5/16/12 20:08,175.55,Y,0,5/15/12 3:02,CPM,Acerno,acerno,N,ORIGINATOR,1
5388,11707044,5/16/12 20:10,37.58,N,2,5/15/12 16:57,CPM,Mediawhiz,n62974792,N,CONVERTER,1
5389,11707044,5/16/12 20:10,37.58,N,1,5/15/12 16:57,CPM,Adroll - adr,adr,N,ASSIST,1
5390,11707044,5/16/12 20:10,37.58,N,0,5/14/12 15:59,CPM,Acerno,acerno,N,ORIGINATOR,2
5391,11707062,5/16/12 20:23,328.42,Y,2,5/16/12 19:53,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
5392,11707062,5/16/12 20:23,328.42,Y,1,5/16/12 19:50,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast Coupons > medifast coupons,g001158,Y,ASSIST,0
5393,11707062,5/16/12 20:23,328.42,Y,0,5/16/12 19:50,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,0
5394,11707066,5/16/12 20:33,331.34,Y,5,5/16/12 20:18,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
5395,11707066,5/16/12 20:33,331.34,Y,4,5/16/12 20:18,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
5396,11707066,5/16/12 20:33,331.34,Y,3,5/16/12 20:18,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
5397,11707066,5/16/12 20:33,331.34,Y,2,5/16/12 14:31,CPM,Mediawhiz,n62974792,N,ROSTER,0
5398,11707066,5/16/12 20:33,331.34,Y,1,5/16/12 13:16,SEARCH GOOGLE NON-BRAND,G: Retargeting > General Retargeting > ,g001372,N,ROSTER,0
5399,11707066,5/16/12 20:33,331.34,Y,0,5/15/12 14:17,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast >  about medifast,brand3357msn,Y,ORIGINATOR,1
5400,11707084,5/16/12 20:34,179.35,N,2,4/26/12 20:05,CJ,Commission Junction,cj22,N,CONVERTER,20
5401,11707084,5/16/12 20:34,179.35,N,1,4/12/12 15:33,CJ,Commission Junction,cj22,N,ASSIST,34
5402,11707084,5/16/12 20:34,179.35,N,0,4/12/12 14:40,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,34
5403,11707122,5/16/12 20:58,52.17,N,8,5/16/12 20:39,CPM,Mediawhiz,n62974792,N,CONVERTER,0
5404,11707122,5/16/12 20:58,52.17,N,7,5/16/12 20:07,CPM,Mediawhiz,n62974792,N,ASSIST,0
5405,11707122,5/16/12 20:58,52.17,N,6,5/16/12 17:32,CPM,Armonix,nar7467,N,ROSTER,0
5406,11707122,5/16/12 20:58,52.17,N,5,5/16/12 17:31,CPM,Armonix,nar7467,N,ROSTER,0
5407,11707122,5/16/12 20:58,52.17,N,4,5/16/12 17:31,CPM,Armonix,nar7467,N,ROSTER,0
5408,11707122,5/16/12 20:58,52.17,N,3,5/16/12 17:28,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,0
5409,11707122,5/16/12 20:58,52.17,N,2,5/16/12 15:15,CPM,Mediawhiz,n62974792,N,ROSTER,0
5410,11707122,5/16/12 20:58,52.17,N,1,5/16/12 15:15,CPM,Mediawhiz,n62974792,N,ROSTER,0
5411,11707122,5/16/12 20:58,52.17,N,0,5/16/12 15:11,CPM,Mediawhiz,n62974792,N,ORIGINATOR,0
5420,11707158,5/16/12 21:25,76.53,N,1,5/4/12 22:25,CPM,Acerno,acerno,N,CONVERTER,12
5421,11707158,5/16/12 21:25,76.53,N,0,5/4/12 19:51,SEARCH GOOGLE NON-BRAND,G: Weight Loss > General Weight Loss > weight loss,g001733,N,ORIGINATOR,12
5428,11707171,5/16/12 21:34,341.8,Y,4,5/16/12 20:56,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
5429,11707171,5/16/12 21:34,341.8,Y,3,5/16/12 20:54,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ASSIST,0
5430,11707171,5/16/12 21:34,341.8,Y,2,5/16/12 19:08,CPM,Mediawhiz,n62974792,N,ROSTER,0
5431,11707171,5/16/12 21:34,341.8,Y,1,5/15/12 12:36,CPM,Mediawhiz,n62974792,N,ROSTER,1
5432,11707171,5/16/12 21:34,341.8,Y,0,5/15/12 11:49,CPM,Mediawhiz,n62974792,N,ORIGINATOR,1
5433,11707178,5/16/12 21:32,181.68,Y,1,5/16/12 21:13,CJ,Commission Junction,cj22,N,CONVERTER,0
5434,11707178,5/16/12 21:32,181.68,Y,0,5/16/12 19:32,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > medifast,g000869,Y,ORIGINATOR,0
5435,11707183,5/16/12 21:32,77.4,Y,3,5/16/12 16:56,BUZZ AFFILIATE,ValueClick CPA,vc225,N,CONVERTER,0
5436,11707183,5/16/12 21:32,77.4,Y,2,5/15/12 20:31,CPM,Mediawhiz,n62974792,N,ASSIST,1
5437,11707183,5/16/12 21:32,77.4,Y,1,5/15/12 20:09,CPM,Mediawhiz,n62974792,N,ROSTER,1
5438,11707183,5/16/12 21:32,77.4,Y,0,5/15/12 15:02,CPM,Mediawhiz,n62974792,N,ORIGINATOR,1
5439,11707223,5/16/12 21:57,341.58,Y,2,5/15/12 15:12,CPM,Acerno,acerno,N,CONVERTER,1
5440,11707223,5/16/12 21:57,341.58,Y,1,5/15/12 15:10,CPM,Mediawhiz,n62974792,N,ASSIST,1
5441,11707223,5/16/12 21:57,341.58,Y,0,5/15/12 13:35,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,1
5442,11707235,5/16/12 22:19,264,Y,8,5/16/12 21:43,CJ,Commission Junction,cj22,N,CONVERTER,0
5443,11707235,5/16/12 22:19,264,Y,7,5/16/12 18:40,CPM,AOL - February 2011,N9457P1A,N,ASSIST,0
5444,11707235,5/16/12 22:19,264,Y,6,5/15/12 23:22,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,1
5445,11707235,5/16/12 22:19,264,Y,5,5/15/12 23:20,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,1
5446,11707235,5/16/12 22:19,264,Y,4,5/15/12 23:07,CJ,Commission Junction,cj22,N,ROSTER,1
5447,11707235,5/16/12 22:19,264,Y,3,5/15/12 14:31,CPM,Armonix,nar7467,N,ROSTER,1
5448,11707235,5/16/12 22:19,264,Y,2,5/15/12 14:31,CPM,Armonix,nar7467,N,ROSTER,1
5449,11707235,5/16/12 22:19,264,Y,1,5/15/12 14:31,CPM,Armonix,nar7467,N,ROSTER,1
5450,11707235,5/16/12 22:19,264,Y,0,5/15/12 14:29,CPM,AOL - February 2011,N9457P1A,N,ORIGINATOR,1
5465,11707399,5/16/12 23:08,284.52,N,3,5/16/12 23:03,CJ,Commission Junction,cj22,N,CONVERTER,0
5466,11707399,5/16/12 23:08,284.52,N,2,5/16/12 20:52,CJ,Commission Junction,cj22,N,ASSIST,0
5467,11707399,5/16/12 23:08,284.52,N,1,5/16/12 20:51,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,0
5468,11707399,5/16/12 23:08,284.52,N,0,5/16/12 19:38,CPM,Acerno,acerno,N,ORIGINATOR,0
5476,11707437,5/16/12 23:26,348.38,Y,3,5/16/12 23:10,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
5477,11707437,5/16/12 23:26,348.38,Y,2,5/16/12 23:10,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
5478,11707437,5/16/12 23:26,348.38,Y,1,5/16/12 23:09,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast URL Options >  www.medifast.com,brand8162msn,Y,ROSTER,0
5479,11707437,5/16/12 23:26,348.38,Y,0,5/16/12 23:07,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast URL Options >  www.medifast.com,brand8162msn,Y,ORIGINATOR,0
5480,11707481,5/16/12 23:40,432.36,Y,3,5/16/12 23:23,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
5481,11707481,5/16/12 23:40,432.36,Y,2,5/15/12 0:14,CPM,Armonix,nar7467,N,ASSIST,1
5482,11707481,5/16/12 23:40,432.36,Y,1,5/15/12 0:13,CPM,Armonix,nar7467,N,ROSTER,1
5483,11707481,5/16/12 23:40,432.36,Y,0,5/15/12 0:13,CPM,Armonix,nar7467,N,ORIGINATOR,1
5484,11707509,5/17/12 0:00,288.95,Y,1,5/16/12 23:17,CJ,Commission Junction,cj22,N,CONVERTER,1
5485,11707509,5/17/12 0:00,288.95,Y,0,5/16/12 23:07,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,1
5486,11707529,5/16/12 23:59,62.93,N,4,5/16/12 23:28,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
5487,11707529,5/16/12 23:59,62.93,N,3,5/15/12 0:35,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,1
5488,11707529,5/16/12 23:59,62.93,N,2,5/15/12 0:34,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,1
5489,11707529,5/16/12 23:59,62.93,N,1,5/15/12 0:34,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,1
5490,11707529,5/16/12 23:59,62.93,N,0,5/4/12 11:14,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,12
5491,11707586,5/17/12 0:29,196.9,Y,4,5/17/12 0:02,CPM,Chango,h8976v23,N,CONVERTER,0
5492,11707586,5/17/12 0:29,196.9,Y,3,5/17/12 0:01,CPM,Chango,h8976v23,N,ASSIST,0
5493,11707586,5/17/12 0:29,196.9,Y,2,5/16/12 22:28,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,1
5494,11707586,5/17/12 0:29,196.9,Y,1,5/16/12 19:19,CPM,Mediawhiz,n62974792,N,ROSTER,1
5495,11707586,5/17/12 0:29,196.9,Y,0,5/16/12 19:18,CPM,Mediawhiz,n62974792,N,ORIGINATOR,1
5496,11707605,5/17/12 0:36,262.33,Y,3,5/17/12 0:16,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
5497,11707605,5/17/12 0:36,262.33,Y,2,5/17/12 0:15,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
5498,11707605,5/17/12 0:36,262.33,Y,1,5/17/12 0:15,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
5499,11707605,5/17/12 0:36,262.33,Y,0,5/17/12 0:14,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast Coupons > medifast coupons,g001158,Y,ORIGINATOR,0
5500,11707624,5/17/12 0:37,209.63,N,5,5/8/12 19:57,CPM,Acerno,acerno,N,CONVERTER,9
5501,11707624,5/17/12 0:37,209.63,N,4,5/8/12 19:36,CPM,Acerno,acerno,N,ASSIST,9
5502,11707624,5/17/12 0:37,209.63,N,3,5/8/12 19:33,CPM,Acerno,acerno,N,ROSTER,9
5503,11707624,5/17/12 0:37,209.63,N,2,4/11/12 0:55,CPM,Mediawhiz,n62974792,N,ROSTER,36
5504,11707624,5/17/12 0:37,209.63,N,1,3/5/12 23:18,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast URL Options > medifast.com,g001200,Y,ROSTER,72
5505,11707624,5/17/12 0:37,209.63,N,0,1/2/12 21:18,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast URL Options >  medifast.com,brand8155msn,Y,ORIGINATOR,135
5506,11707639,5/17/12 0:40,85.14,N,5,5/7/12 16:42,CPM,Accordant,n6899541,N,CONVERTER,10
5507,11707639,5/17/12 0:40,85.14,N,4,5/5/12 2:07,CPM,Accordant,n6899541,N,ASSIST,12
5508,11707639,5/17/12 0:40,85.14,N,3,5/1/12 19:34,CPM,Acerno,acerno,N,ROSTER,16
5509,11707639,5/17/12 0:40,85.14,N,2,4/19/12 0:32,CJ,Commission Junction,cj22,N,ROSTER,28
5510,11707639,5/17/12 0:40,85.14,N,1,4/18/12 2:47,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,29
5511,11707639,5/17/12 0:40,85.14,N,0,4/18/12 2:45,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ORIGINATOR,29
5512,11707651,5/17/12 0:45,342.28,N,5,5/12/12 23:19,CJ,Commission Junction,cj22,N,CONVERTER,5
5513,11707651,5/17/12 0:45,342.28,N,4,5/10/12 2:41,CPM,Mediawhiz,n62974792,N,ASSIST,7
5514,11707651,5/17/12 0:45,342.28,N,3,5/2/12 0:11,CPM,Adroll - adr,adr,N,ROSTER,15
5515,11707651,5/17/12 0:45,342.28,N,2,5/2/12 0:02,CPM,Adroll - adr,adr,N,ROSTER,15
5516,11707651,5/17/12 0:45,342.28,N,1,5/1/12 23:06,CPM,Adroll - adr,adr,N,ROSTER,16
5517,11707651,5/17/12 0:45,342.28,N,0,4/22/12 21:35,TV,MedifastToday.com - TV Spots 60,medtoday2012,NULL,ORIGINATOR,25
5518,11707675,5/17/12 0:52,280.71,Y,5,5/17/12 0:44,CPM,Armonix,nar7467,N,CONVERTER,0
5519,11707675,5/17/12 0:52,280.71,Y,4,5/17/12 0:44,CPM,Armonix,nar7467,N,ASSIST,0
5520,11707675,5/17/12 0:52,280.71,Y,3,5/17/12 0:44,CPM,Armonix,nar7467,N,ROSTER,0
5521,11707675,5/17/12 0:52,280.71,Y,2,5/17/12 0:18,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
5522,11707675,5/17/12 0:52,280.71,Y,1,5/17/12 0:17,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
5523,11707675,5/17/12 0:52,280.71,Y,0,5/17/12 0:17,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,0
5524,11707704,5/17/12 0:58,273.95,Y,4,5/16/12 23:38,CPM,Adroll - adr,adr,N,CONVERTER,1
5525,11707704,5/17/12 0:58,273.95,Y,3,5/16/12 23:38,CPM,Adroll - adr,adr,N,ASSIST,1
5526,11707704,5/17/12 0:58,273.95,Y,2,5/16/12 23:37,CPM,Adroll - adr,adr,N,ROSTER,1
5527,11707704,5/17/12 0:58,273.95,Y,1,5/16/12 3:19,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,1
5528,11707704,5/17/12 0:58,273.95,Y,0,5/16/12 3:19,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,1
5529,11707709,5/17/12 1:00,213.14,N,4,4/11/12 18:15,CPM,Acerno,acerno,N,CONVERTER,36
5530,11707709,5/17/12 1:00,213.14,N,3,4/11/12 18:05,CPM,24/7 Real Media [old],247,N,ASSIST,36
5531,11707709,5/17/12 1:00,213.14,N,2,2/4/12 3:43,CPM,247 Real Media,987mdtt87,N,ROSTER,103
5532,11707709,5/17/12 1:00,213.14,N,1,1/22/12 22:43,SEARCH GOOGLE NON-BRAND,Google:  Competitors > Optifast > Optifast,3052,N,ROSTER,115
5533,11707709,5/17/12 1:00,213.14,N,0,1/13/12 0:31,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,124
5534,11707734,5/17/12 1:10,392.65,Y,1,5/16/12 18:56,CPM,Mediawhiz,n62974792,N,CONVERTER,1
5535,11707734,5/17/12 1:10,392.65,Y,0,5/16/12 17:49,CPM,Armonix,nar7467,N,ORIGINATOR,1
5536,11707806,5/17/12 1:36,315,Y,4,5/17/12 1:17,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
5537,11707806,5/17/12 1:36,315,Y,3,5/17/12 1:17,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
5538,11707806,5/17/12 1:36,315,Y,2,5/17/12 1:16,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
5539,11707806,5/17/12 1:36,315,Y,1,5/16/12 22:45,CPM,Acerno,acerno,N,ROSTER,1
5540,11707806,5/17/12 1:36,315,Y,0,5/16/12 17:55,SEARCH GOOGLE NON-BRAND,G: Retargeting > General Retargeting > ,g001369,N,ORIGINATOR,1
5541,11707835,5/17/12 1:52,285.52,Y,3,5/17/12 1:20,SEARCH GOOGLE NON-BRAND,diet protein shakes,g2011031800306,N,CONVERTER,0
5542,11707835,5/17/12 1:52,285.52,Y,2,5/16/12 21:42,CPM,24/7 Real Media [old],247,N,ASSIST,1
5543,11707835,5/17/12 1:52,285.52,Y,1,5/16/12 21:34,CPM,24/7 Real Media [old],247,N,ROSTER,1
5544,11707835,5/17/12 1:52,285.52,Y,0,5/16/12 13:39,CPM,Mediawhiz,n62974792,N,ORIGINATOR,1
5545,11707859,5/17/12 2:06,192.25,Y,5,5/17/12 2:03,CJ,Commission Junction,cj22,N,CONVERTER,0
5546,11707859,5/17/12 2:06,192.25,Y,4,5/17/12 1:39,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
5547,11707859,5/17/12 2:06,192.25,Y,3,5/17/12 1:11,CPM,Armonix,nar7467,N,ROSTER,0
5548,11707859,5/17/12 2:06,192.25,Y,2,5/17/12 0:56,CPM,Armonix,nar7467,N,ROSTER,0
5549,11707859,5/17/12 2:06,192.25,Y,1,5/17/12 0:26,CPM,Armonix,nar7467,N,ROSTER,0
5550,11707859,5/17/12 2:06,192.25,Y,0,5/16/12 1:37,CJ,Commission Junction,cj22,N,ORIGINATOR,1
5551,11707866,5/17/12 2:02,72.6,N,1,5/17/12 1:51,CPM,24/7 Real Media [old],247,N,CONVERTER,0
5552,11707866,5/17/12 2:02,72.6,N,0,5/17/12 1:48,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,0
5560,11707881,5/17/12 2:19,315,Y,3,5/17/12 1:54,SEARCH GOOGLE NON-BRAND,G: Diet Placement Targeting > Diet Sites > ,g000485,N,CONVERTER,0
5561,11707881,5/17/12 2:19,315,Y,2,5/17/12 1:26,Uncategorized,Uncategorized,uncategorized,N,ASSIST,0
5562,11707881,5/17/12 2:19,315,Y,1,5/17/12 1:25,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > medifast,g000869,Y,ROSTER,0
5563,11707881,5/17/12 2:19,315,Y,0,5/17/12 1:24,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > medifast,g000869,Y,ORIGINATOR,0
5564,11707885,5/17/12 2:17,259.4,N,5,5/17/12 2:02,CJ,Commission Junction,cj22,N,CONVERTER,0
5565,11707885,5/17/12 2:17,259.4,N,4,5/17/12 2:02,CJ,Commission Junction,cj22,N,ASSIST,0
5566,11707885,5/17/12 2:17,259.4,N,3,5/17/12 2:00,CJ,Commission Junction,cj22,N,ROSTER,0
5567,11707885,5/17/12 2:17,259.4,N,2,5/17/12 1:50,CPM,Armonix,nar7467,N,ROSTER,0
5568,11707885,5/17/12 2:17,259.4,N,1,5/17/12 1:46,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast Coupons > medifast coupons,g001158,Y,ROSTER,0
5569,11707885,5/17/12 2:17,259.4,N,0,5/17/12 1:44,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast Coupons > medifast coupons,g001158,Y,ORIGINATOR,0
5570,11707897,5/17/12 2:24,315,Y,9,5/17/12 2:02,CPM,Armonix,nar7467,N,CONVERTER,0
5571,11707897,5/17/12 2:24,315,Y,8,5/17/12 2:00,CPM,Armonix,nar7467,N,ASSIST,0
5572,11707897,5/17/12 2:24,315,Y,7,5/17/12 1:59,CPM,Armonix,nar7467,N,ROSTER,0
5573,11707897,5/17/12 2:24,315,Y,6,5/17/12 1:56,CPM,Mediawhiz,n62974792,N,ROSTER,0
5574,11707897,5/17/12 2:24,315,Y,5,5/17/12 1:33,CPM,Mediawhiz,n62974792,N,ROSTER,0
5575,11707897,5/17/12 2:24,315,Y,4,5/17/12 1:20,CPM,Mediawhiz,n62974792,N,ROSTER,0
5576,11707897,5/17/12 2:24,315,Y,3,5/17/12 1:10,CPM,Armonix,nar7467,N,ROSTER,0
5577,11707897,5/17/12 2:24,315,Y,2,5/17/12 1:01,CPM,Armonix,nar7467,N,ROSTER,0
5578,11707897,5/17/12 2:24,315,Y,1,5/17/12 0:43,CPM,Armonix,nar7467,N,ROSTER,0
5579,11707897,5/17/12 2:24,315,Y,0,5/17/12 0:29,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,0
